sku,title,description,price,retail_price,images,category,sub_category,brand,width,height,depth,location
4195448,Vintage 1950s Four Poster Turned Wood Twin Bedframe,"Spool carved turned wood details, a brilliant and warm wood tone, and aged-to-perfection patina give this vintage 50s twin bed all the charm you&#x27;re looking for and more. This bed was slept in by 3 generations of one family, and even traveled from Indiana to California. It&#x27;s ready and waiting to serve your family just as faithfully.

SHIPPING DIMENSIONS:  10&quot;D by 79&quot;L by 48&quot;H

Space for mattress: 39&quot; w by 76&quot;

Drop: 10&quot; from side slat

82.75&quot; d by 42.1&quot;w by 47.75&quot;h
11.4 + .75 box spring off the ground

Headboard: 
42.1&quot;w by 3.1&quot;d by 47.75&quot;h
30.5lbs

Footboard: 
42.1&quot;w by 3.1&quot;d by 37.75&quot;h
22.5lbs

Side rails: 
5.5&quot;h by 1.75&quot;d by  78.75&quot;l
13.6 lbs",450,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/dcd36e22-6783-479f-9155-ab15055e18c3/vintage-1950s-four-poster-turned-wood-twin-bedframe-6652', 'https://chairish-prod.freetls.fastly.net/image/product/sized/96cd2d94-6342-4e54-bd2e-6796cb556c0b/vintage-1950s-four-poster-turned-wood-twin-bedframe-1887', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f1efcef2-845f-4d12-8a62-15cf55301b25/vintage-1950s-four-poster-turned-wood-twin-bedframe-6809', 'https://chairish-prod.freetls.fastly.net/image/product/sized/19119920-51e4-4ea4-b3af-20b7ba29f9b4/vintage-1950s-four-poster-turned-wood-twin-bedframe-7335', 'https://chairish-prod.freetls.fastly.net/image/product/sized/5d118036-b0ec-4478-9dc5-3b8a6c1a92eb/vintage-1950s-four-poster-turned-wood-twin-bedframe-3698', 'https://chairish-prod.freetls.fastly.net/image/product/sized/5e675110-6e3f-4f4b-bec8-c71bc5614f78/vintage-1950s-four-poster-turned-wood-twin-bedframe-5751', 'https://chairish-prod.freetls.fastly.net/image/product/sized/bcf683bb-447d-49ec-b0fd-555e37bd1962/vintage-1950s-four-poster-turned-wood-twin-bedframe-2483', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0ec8fb01-1fb8-4aa6-b5d7-d184c85e5f98/vintage-1950s-four-poster-turned-wood-twin-bedframe-8295', 'https://chairish-prod.freetls.fastly.net/image/product/sized/7d853d78-5730-442d-bf3a-88e0d9381b70/vintage-1950s-four-poster-turned-wood-twin-bedframe-8135', 'https://chairish-prod.freetls.fastly.net/image/product/sized/bc381260-f2d3-483b-b6e9-38a32375c293/vintage-1950s-four-poster-turned-wood-twin-bedframe-0914', 'https://chairish-prod.freetls.fastly.net/image/product/sized/7bd35263-52b7-427d-a195-5922f7d19b2b/vintage-1950s-four-poster-turned-wood-twin-bedframe-8480', 'https://chairish-prod.freetls.fastly.net/image/product/sized/dcd36e22-6783-479f-9155-ab15055e18c3/vintage-1950s-four-poster-turned-wood-twin-bedframe-6652']",Furniture,Beds,,42,47,82,"Richmond, CA"
4211948,Vintage Coastal Boho Chic Woven Rattan Natural Wicker Twin Headboard,"Bring sunny and warm coastal vibes into your home with this lovely little woven wicker headboard in natural rattan with woven diamond accents. It&#x27;s a classic that will keep your space bright for many years to come.

Weight: 17 lbs",365,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/eb9545aa-297b-4f3b-bae9-8b96b3b61945/vintage-coastal-boho-chic-woven-rattan-natural-wicker-twin-headboard-0545', 'https://chairish-prod.freetls.fastly.net/image/product/sized/4377e326-1403-45e6-8b58-d2098dba99de/vintage-coastal-boho-chic-woven-rattan-natural-wicker-twin-headboard-9694', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d091c19e-1b89-4066-a5ba-0932f79fcd9f/vintage-coastal-boho-chic-woven-rattan-natural-wicker-twin-headboard-2409', 'https://chairish-prod.freetls.fastly.net/image/product/sized/84d7c13e-06d0-4eb1-ab1f-a17018b3bfcc/vintage-coastal-boho-chic-woven-rattan-natural-wicker-twin-headboard-9067', 'https://chairish-prod.freetls.fastly.net/image/product/sized/eb9545aa-297b-4f3b-bae9-8b96b3b61945/vintage-coastal-boho-chic-woven-rattan-natural-wicker-twin-headboard-0545']",Furniture,Beds,,39,52,2,"Richmond, CA"
4710890,Vintage Art Deco Waterfall Burlwood Book Matched Veneer Front 3 Drawer Dresser Chest of Drawers,"This stunning old gent is just waiting to give your space some traditional gravitas and classic style.  Featuring beautiful bookmatched woodgrain veneer, original bakelite handles, and the curved top waterfall style that is absolutely iconic of the art deco era, this dresser is waiting to make your space it&#x27;s new home.",850,"1,150","['https://chairish-prod.freetls.fastly.net/image/product/sized/c265f7a8-8f2d-4b23-9c8d-d62e869e5018/vintage-art-deco-waterfall-burlwood-book-matched-veneer-front-3-drawer-dresser-chest-of-drawers-2231', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e16ad169-3153-4d97-b164-231499c0753f/vintage-art-deco-waterfall-burlwood-book-matched-veneer-front-3-drawer-dresser-chest-of-drawers-0673', 'https://chairish-prod.freetls.fastly.net/image/product/sized/1fb8a19a-053d-4370-b87e-774388d2547b/vintage-art-deco-waterfall-burlwood-book-matched-veneer-front-3-drawer-dresser-chest-of-drawers-6990', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f48e5444-14c4-4654-a134-c234cdb8b94e/vintage-art-deco-waterfall-burlwood-book-matched-veneer-front-3-drawer-dresser-chest-of-drawers-2868', 'https://chairish-prod.freetls.fastly.net/image/product/sized/51e4eb39-89a9-4cfc-bf14-e739e5bb8105/vintage-art-deco-waterfall-burlwood-book-matched-veneer-front-3-drawer-dresser-chest-of-drawers-8606', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d24221aa-9949-4cfa-b7fa-80e57c151035/vintage-art-deco-waterfall-burlwood-book-matched-veneer-front-3-drawer-dresser-chest-of-drawers-1077', 'https://chairish-prod.freetls.fastly.net/image/product/sized/95dabc76-7447-4742-89e9-1856e25eb4b3/vintage-art-deco-waterfall-burlwood-book-matched-veneer-front-3-drawer-dresser-chest-of-drawers-6844', 'https://chairish-prod.freetls.fastly.net/image/product/sized/5398a3bd-c346-4c4c-9575-115ed8b484a3/vintage-art-deco-waterfall-burlwood-book-matched-veneer-front-3-drawer-dresser-chest-of-drawers-8434', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0f8a6673-f6a9-4dd9-ae48-4bbfdf12ce79/vintage-art-deco-waterfall-burlwood-book-matched-veneer-front-3-drawer-dresser-chest-of-drawers-2220', 'https://chairish-prod.freetls.fastly.net/image/product/sized/0fa77f55-bacd-4375-8600-7dabef5cb4d4/vintage-art-deco-waterfall-burlwood-book-matched-veneer-front-3-drawer-dresser-chest-of-drawers-9601', 'https://chairish-prod.freetls.fastly.net/image/product/sized/058a9632-f0a2-4cc3-816d-d06b21b0b4c3/vintage-art-deco-waterfall-burlwood-book-matched-veneer-front-3-drawer-dresser-chest-of-drawers-3162', 'https://chairish-prod.freetls.fastly.net/image/product/sized/4003d4e4-e299-4c28-8fd7-3266cd44aa5d/vintage-art-deco-waterfall-burlwood-book-matched-veneer-front-3-drawer-dresser-chest-of-drawers-6038', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c265f7a8-8f2d-4b23-9c8d-d62e869e5018/vintage-art-deco-waterfall-burlwood-book-matched-veneer-front-3-drawer-dresser-chest-of-drawers-2231']",Furniture,Casegoods & Storage,,45,35,19,"Richmond, CA"
4888158,Mid 20th Century Mountain Landscape Painting,"Sun-kissed mountains provide a background for a soothing tree lined meadow. 

31.2 oz",168,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/b68be7a5-f3ea-4c46-a98f-9a6dd9682837/mid-20th-century-mountain-landscape-painting-9570', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b25a15c3-a54a-48c9-bde7-43e418a7b8f9/mid-20th-century-mountain-landscape-painting-8122', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f48347f0-e402-4e81-9c33-ff9d3a8da445/mid-20th-century-mountain-landscape-painting-7479', 'https://chairish-prod.freetls.fastly.net/image/product/sized/66421a90-9190-46f9-b727-1fef75d93166/mid-20th-century-mountain-landscape-painting-8727', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b68be7a5-f3ea-4c46-a98f-9a6dd9682837/mid-20th-century-mountain-landscape-painting-9570']",Fine Art,Paintings,,36,18,0,"Richmond, CA"
4199097,Vintage White and Gold French Provincial Twin Bed With Spindle Detailed Headboard,"Fit for your young prince or princess, this darling cream white with gold accented french provincial twin bed frame is perfect for your small person&#x27;s room.  And since it&#x27;s look and character only improves with small knicks and dings that come with the wear and tear of being a kid, it&#x27;s truly the perfect little vintage piece for your small humans to enjoy for years to come.

SHIPPING DIMENSIONS:  11&quot; by 78&quot; by 39&quot;

Headboard
38.75&quot;h
11.6 lbs

Footboard
41.6&quot;w by l36.4&quot;h by 2.25&quot;d
10.4 lbs

Side rails:
77.5&quot;l by 4&quot;h by 1.75&quot;
15.8 lbs

Drop from side rails: 10.5

Space for mattress: 38.5 by 75.25

Drop from bottom piece of headboard design:. 19.25",365,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/319b50ad-b6be-4bf3-bdb9-ce169de437d6/vintage-white-and-gold-french-provincial-twin-bed-with-spindle-detailed-headboard-1265', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e5b7040a-3d6f-4b66-9b2e-0371d6e38f6e/vintage-white-and-gold-french-provincial-twin-bed-with-spindle-detailed-headboard-8178', 'https://chairish-prod.freetls.fastly.net/image/product/sized/8e6328ae-42b1-4a12-84ae-00a1e74e0bb9/vintage-white-and-gold-french-provincial-twin-bed-with-spindle-detailed-headboard-9919', 'https://chairish-prod.freetls.fastly.net/image/product/sized/6db6895e-9b52-4ccf-9723-22d7f8b22040/vintage-white-and-gold-french-provincial-twin-bed-with-spindle-detailed-headboard-7915', 'https://chairish-prod.freetls.fastly.net/image/product/sized/a894220c-d5c5-470d-b5ea-354d521c8f13/vintage-white-and-gold-french-provincial-twin-bed-with-spindle-detailed-headboard-4970', 'https://chairish-prod.freetls.fastly.net/image/product/sized/fb1c42d9-1e3a-4ecd-8143-a5d27eb9ec33/vintage-white-and-gold-french-provincial-twin-bed-with-spindle-detailed-headboard-5790', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2f129318-d8e6-46b8-b5fe-829e79ce350c/vintage-white-and-gold-french-provincial-twin-bed-with-spindle-detailed-headboard-6109', 'https://chairish-prod.freetls.fastly.net/image/product/sized/011f0252-9026-4630-a071-40e2800caa8f/vintage-white-and-gold-french-provincial-twin-bed-with-spindle-detailed-headboard-0640', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e6106b5e-285f-4b13-83ab-7e7a78f42ef0/vintage-white-and-gold-french-provincial-twin-bed-with-spindle-detailed-headboard-5215', 'https://chairish-prod.freetls.fastly.net/image/product/sized/319b50ad-b6be-4bf3-bdb9-ce169de437d6/vintage-white-and-gold-french-provincial-twin-bed-with-spindle-detailed-headboard-1265']",Furniture,Beds,,41,38,79,"Richmond, CA"
4632387,Mid 20th Century Spindle Spool Full Sized Bed,"This uniquely special turned wood spindle bed frame is the perfect compliment for your grandmillennial or cottagecore space. With cool Jenny Lind style vibes, shorter, squat, chunky features, and a beautifully scalloped detail in the middle of the headboard and footboard, this bed is sure to wow anyone who walks into the room.

Headboard 
57.75&quot;w by 41.25&quot;h by 2.3&quot;d
19.2 lbs

Footboard
57.75&quot;w by 30.75&quot;h by 2.3&quot;d
13.2 lbs

Side rails
77.75&quot; by 1.75&quot; by 4.5&quot;
17 lbs",565,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/b39e8687-ebd5-4f7e-a5f5-b5caa0427dd2/mid-20th-century-spindle-spool-full-sized-bed-5021', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e5834a8e-06ed-4cf4-ab81-edae3c8323d6/mid-20th-century-spindle-spool-full-sized-bed-1858', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e5880b94-1e55-4c45-957a-f9d4d78d6203/mid-20th-century-spindle-spool-full-sized-bed-8330', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b1285918-0ed0-4292-a6de-017dfad45492/mid-20th-century-spindle-spool-full-sized-bed-7856', 'https://chairish-prod.freetls.fastly.net/image/product/sized/4aad740b-dfd2-42c8-ab0e-c679f2efa50a/mid-20th-century-spindle-spool-full-sized-bed-4608', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ccd1ef37-3a5d-414f-911d-a1e2df6339b5/mid-20th-century-spindle-spool-full-sized-bed-1724', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f442e4a3-4bd4-453d-937f-8bafedd351a7/mid-20th-century-spindle-spool-full-sized-bed-4547', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ccea9d3d-451d-4136-96bc-1630851c7f31/mid-20th-century-spindle-spool-full-sized-bed-2126', 'https://chairish-prod.freetls.fastly.net/image/product/sized/358a6821-acbb-4d3b-b566-ec536401a469/mid-20th-century-spindle-spool-full-sized-bed-3133', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d06badd1-1ce9-41f4-9b3d-b9588a9ddcb2/mid-20th-century-spindle-spool-full-sized-bed-8690', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b39e8687-ebd5-4f7e-a5f5-b5caa0427dd2/mid-20th-century-spindle-spool-full-sized-bed-5021']",Furniture,Beds,,57,41,81,"Richmond, CA"
12881468,Rectangular Wall Mirror in Light Honey Toned Finished Wood,"This elegant and simple mirror features a lighter finish with undertones of honey brown. It&#x27;s got a great looking shape that could be a transitional piece and fit in with either something more traditional or surroundings that are more modern.

ITEM DIMENSIONS (in inches)
Width: 42.75
Depth: 2
Height or Length: 30.65

SHIPPING DIMENSIONS (in inches)
Shipping Width:
Shipping Depth:
Shipping Height or Length:

19 lb

Number of Items in Set: 1
Number of Separate Pieces or Parts: 1",150,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/02148bef-9f18-4284-a953-7d57fab80add/rectangular-wall-mirror-in-light-honey-toned-finished-wood-2051', 'https://chairish-prod.freetls.fastly.net/image/product/sized/51ba6ce8-93b6-47b9-8a8e-c17744fb7c04/rectangular-wall-mirror-in-light-honey-toned-finished-wood-7725', 'https://chairish-prod.freetls.fastly.net/image/product/sized/6daebccf-0dca-42d6-a629-12aa4dce3956/rectangular-wall-mirror-in-light-honey-toned-finished-wood-8260', 'https://chairish-prod.freetls.fastly.net/image/product/sized/02148bef-9f18-4284-a953-7d57fab80add/rectangular-wall-mirror-in-light-honey-toned-finished-wood-2051']",Decor,Room Accents & Accessories,,42,30,2,"Richmond, CA"
4220209,Vintage 1960s Chinoiserie Stoneware Lamp,"This lovely stoneware chinoiserie lamp skirts the line between ornate and simple in a really lovely way.  Featuring a scalloped top, a simple stoneware glaze in off-white, and a an ornate Asian wood base, it&#x27;s sure to be just the right lighting for that corner.

15 5&quot; h at top of socket
Approx 12.75&quot; high at top of neck

WEIGHT: 100.3 oz",195,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/ea9b958e-30bb-4fd4-8ee7-2813e295d20f/vintage-1960s-chinoiserie-stoneware-lamp-4382', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d6a57a5b-d142-4835-8bce-180fc18b9735/vintage-1960s-chinoiserie-stoneware-lamp-4505', 'https://chairish-prod.freetls.fastly.net/image/product/sized/46b66846-77ac-4191-9276-9085340faff9/vintage-1960s-chinoiserie-stoneware-lamp-4603', 'https://chairish-prod.freetls.fastly.net/image/product/sized/a394f78b-e571-4127-8636-a82a6417553a/vintage-1960s-chinoiserie-stoneware-lamp-5161', 'https://chairish-prod.freetls.fastly.net/image/product/sized/a4797d25-f2dd-4263-9006-9aab941c5a3e/vintage-1960s-chinoiserie-stoneware-lamp-2359', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e07f4309-98b2-41a3-8b59-b511dc0d6737/vintage-1960s-chinoiserie-stoneware-lamp-0647', 'https://chairish-prod.freetls.fastly.net/image/product/sized/8ae63601-d963-4ffb-a36b-0e6966e99282/vintage-1960s-chinoiserie-stoneware-lamp-6974', 'https://chairish-prod.freetls.fastly.net/image/product/sized/06ebd015-6dcb-419c-a5da-335f5e1b9d5b/vintage-1960s-chinoiserie-stoneware-lamp-7760', 'https://chairish-prod.freetls.fastly.net/image/product/sized/4cfe42af-1ac8-426c-85f3-e00a21deced5/vintage-1960s-chinoiserie-stoneware-lamp-9275', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ea9b958e-30bb-4fd4-8ee7-2813e295d20f/vintage-1960s-chinoiserie-stoneware-lamp-4382']",Lighting,Lamps,,7,15,7,"Richmond, CA"
4666730,Mid-Century Modern Cork and Wood Desk Lamp,"The Mid-Century Modern Cork lamp is a modern design classic. This one is unusual in that it&#x27;s a smaller size suitable for a more modern setting on a smaller side table or desk. You&#x27;ll love the way it looks, from the shape, the texture, the colors all the way to it&#x27;s stature it&#x27;s sure to please.

24.5&quot;h by 10.75&quot;w by 10.75&quot;d
57.6 oz

Shade
10.75&quot;d by 10.75&quot; by 12&quot;h
14.9 oz

14.75 by 8 by 8
36.1oz",495,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/2086ac6f-fc2e-42d3-a698-30af90a5e7d9/mid-century-modern-cork-and-wood-desk-lamp-9549', 'https://chairish-prod.freetls.fastly.net/image/product/sized/60c8a9eb-effd-4bcf-8674-4831e2de1159/mid-century-modern-cork-and-wood-desk-lamp-1002', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ec117da0-9a7e-4755-9bf8-606ec5b90234/mid-century-modern-cork-and-wood-desk-lamp-7038', 'https://chairish-prod.freetls.fastly.net/image/product/sized/87fc3bb0-9f19-4350-83b0-38e9d9da86cc/mid-century-modern-cork-and-wood-desk-lamp-4720', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c2f66e23-799c-4c83-94c8-83ed1a6ac29d/mid-century-modern-cork-and-wood-desk-lamp-7037', 'https://chairish-prod.freetls.fastly.net/image/product/sized/1b43072e-d251-41c1-aa73-f4b3766eef54/mid-century-modern-cork-and-wood-desk-lamp-1696', 'https://chairish-prod.freetls.fastly.net/image/product/sized/df4b9467-d9dd-496d-b250-248e399c7a63/mid-century-modern-cork-and-wood-desk-lamp-9918', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2086ac6f-fc2e-42d3-a698-30af90a5e7d9/mid-century-modern-cork-and-wood-desk-lamp-9549']",Lighting,Lamps,,10,24,10,"Richmond, CA"
2805472,Antique Chinese Wedding Candlesticks - a Pair,"This lovely example of Chinese Wedding candlesticks would be a stunning addition to your decor. Typically made of tin and produced between the 19th to early 20th century, it seems not many of them show up for sale in the US market, so take advantage of this rare opportunity to own a pair!",765,850,"['https://chairish-prod.freetls.fastly.net/image/product/sized/07fdf4d8-6c33-47d4-8617-a4dfdc0d9abe/antique-chinese-wedding-candlesticks-a-pair-4071', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f4a0265a-8a7e-4677-b52b-1deb56a1d9e5/antique-chinese-wedding-candlesticks-a-pair-3359', 'https://chairish-prod.freetls.fastly.net/image/product/sized/42476881-ad8b-4bac-b65e-cd5bcae7ec06/antique-chinese-wedding-candlesticks-a-pair-2429', 'https://chairish-prod.freetls.fastly.net/image/product/sized/377bf13f-7511-444a-a590-fad524b33b8e/antique-chinese-wedding-candlesticks-a-pair-1910', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ccd68bc8-6134-411e-9c3a-2ff0b8f94384/antique-chinese-wedding-candlesticks-a-pair-5350', 'https://chairish-prod.freetls.fastly.net/image/product/sized/50d3d294-8412-4587-9e4e-1867d34b4e35/antique-chinese-wedding-candlesticks-a-pair-7784', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d3435062-3d5f-4f3e-9f36-da6e0bc49ad3/antique-chinese-wedding-candlesticks-a-pair-6978', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2c131b4c-7465-4844-acd9-fdbd70e33e1b/antique-chinese-wedding-candlesticks-a-pair-2648', 'https://chairish-prod.freetls.fastly.net/image/product/sized/e8655487-5e0c-4cbd-b6b7-2b1dde1ac5b4/antique-chinese-wedding-candlesticks-a-pair-7560', 'https://chairish-prod.freetls.fastly.net/image/product/sized/1f56e60c-9425-4b15-9f45-6640db52b5de/antique-chinese-wedding-candlesticks-a-pair-9071', 'https://chairish-prod.freetls.fastly.net/image/product/sized/50eaba75-c2bf-46ce-835a-64ac83894807/antique-chinese-wedding-candlesticks-a-pair-3293', 'https://chairish-prod.freetls.fastly.net/image/product/sized/07fdf4d8-6c33-47d4-8617-a4dfdc0d9abe/antique-chinese-wedding-candlesticks-a-pair-4071']",Decor,Room Accents & Accessories,,3,10,3,"Richmond, CA"
3324375,Vintage Duncan Phyfe Empire Federal Georgian Style Tray Top Butlers Tea Table,This excellent and functional Duncan Phyfe federal style butler table is an ideal traditional style petite coffee table for a compact space. It&#x27;s multi-functional with a removable tray top on the table.,315,350,"['https://chairish-prod.freetls.fastly.net/image/product/sized/6036d004-20aa-4ee7-9b6b-4e2f04abc533/vintage-duncan-phyfe-empire-federal-georgian-style-tray-top-butlers-tea-table-7356', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f03e9b8d-5ebf-4ee1-9e7a-dde4ad4d664c/vintage-duncan-phyfe-empire-federal-georgian-style-tray-top-butlers-tea-table-1249', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b1094652-0478-4b38-be7c-4954e499381b/vintage-duncan-phyfe-empire-federal-georgian-style-tray-top-butlers-tea-table-3387', 'https://chairish-prod.freetls.fastly.net/image/product/sized/733d3512-8a16-400a-8921-4d3b888fc458/vintage-duncan-phyfe-empire-federal-georgian-style-tray-top-butlers-tea-table-3859', 'https://chairish-prod.freetls.fastly.net/image/product/sized/51d3e6f7-ea49-48ad-928c-30f8265c152e/vintage-duncan-phyfe-empire-federal-georgian-style-tray-top-butlers-tea-table-7879', 'https://chairish-prod.freetls.fastly.net/image/product/sized/8f7664eb-ebba-4c6a-965d-2e3669191a96/vintage-duncan-phyfe-empire-federal-georgian-style-tray-top-butlers-tea-table-8430', 'https://chairish-prod.freetls.fastly.net/image/product/sized/08db9dc5-fa58-4d16-9dc8-373566305a45/vintage-duncan-phyfe-empire-federal-georgian-style-tray-top-butlers-tea-table-6884', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b196e44e-8366-4c34-af35-50011e872892/vintage-duncan-phyfe-empire-federal-georgian-style-tray-top-butlers-tea-table-6165', 'https://chairish-prod.freetls.fastly.net/image/product/sized/2b243193-fc92-4965-8e5a-06561267ed15/vintage-duncan-phyfe-empire-federal-georgian-style-tray-top-butlers-tea-table-3353', 'https://chairish-prod.freetls.fastly.net/image/product/sized/b4b0baed-aefe-45d8-9b73-8b765fb81ed5/vintage-duncan-phyfe-empire-federal-georgian-style-tray-top-butlers-tea-table-7448', 'https://chairish-prod.freetls.fastly.net/image/product/sized/aab5b543-22f0-4baa-8290-06479daca677/vintage-duncan-phyfe-empire-federal-georgian-style-tray-top-butlers-tea-table-9866', 'https://chairish-prod.freetls.fastly.net/image/product/sized/f76dfded-1dfc-4e8e-a8be-f4af078e2669/vintage-duncan-phyfe-empire-federal-georgian-style-tray-top-butlers-tea-table-5317', 'https://chairish-prod.freetls.fastly.net/image/product/sized/6036d004-20aa-4ee7-9b6b-4e2f04abc533/vintage-duncan-phyfe-empire-federal-georgian-style-tray-top-butlers-tea-table-7356']",Furniture,Tables,,29,18,18,"Richmond, CA"
11377601,Vintage Cesca Style Cantilever Armchairs - a Pair,"These classic and chic armchairs in the style of Marcel Breur&#x27;s iconic Cesca chair are a design delight. As dining chairs, occasional chairs, or office / desk chairs, you&#x27;ll love how they look in your space. Whether your space is a pared down minimalist or organic modern paradise or more of a layered boho maximalist haven, they&#x27;re a versatile style chameleon that will fit your needs. If you love them, don&#x27;t wait, these go fast.

Number of drawers (casepiece): 1
Seat height (chair, couch, or bench): 18
Seat interior depth (chair, couch, or bench): 16.6
Seat interior width (chair, couch, or bench): 29.6
Arm height (chair, couch, or bench): 28

ITEM DIMENSIONS (in inches)
Width: 22.5
Depth: 22
Height or Length: 31.75

SHIPPING DIMENSIONS (in inches)
Shipping Width: 22.5
Shipping Depth: 22
Shipping Height or Length: 31.75

Condition: Very good vintage condition with minor wear consistent with age and use, Original finish No major flaws of note. Perhaps some minor scratches and scuffing on the chrome and minor wear to the cane. But the cane is in excellent shape with no perforations or really any stretching or loss of shape that we can see.

32 lb

Number of Items in Set: 2
Number of Separate Pieces or Parts: 2

Chair 01: 15.6 lb
Chair 02: 15.18 lb",650,,"['https://chairish-prod.freetls.fastly.net/image/product/sized/ddd627cb-b2c3-4494-88af-9e0bc2271019/vintage-cesca-style-cantilever-armchairs-a-pair-7846', 'https://chairish-prod.freetls.fastly.net/image/product/sized/6c5d316a-b34a-4278-8527-11d52316f033/vintage-cesca-style-cantilever-armchairs-a-pair-5139', 'https://chairish-prod.freetls.fastly.net/image/product/sized/98c4f6ac-f632-4312-a854-c6d2a41d995d/vintage-cesca-style-cantilever-armchairs-a-pair-5565', 'https://chairish-prod.freetls.fastly.net/image/product/sized/d6211879-fbe3-446b-aac1-e8dc58ca095b/vintage-cesca-style-cantilever-armchairs-a-pair-2507', 'https://chairish-prod.freetls.fastly.net/image/product/sized/4ef37783-ff29-4da1-a116-3b58b8e9a601/vintage-cesca-style-cantilever-armchairs-a-pair-3643', 'https://chairish-prod.freetls.fastly.net/image/product/sized/bd1f9e8f-f813-4a84-a507-f3bb9a6fce28/vintage-cesca-style-cantilever-armchairs-a-pair-5543', 'https://chairish-prod.freetls.fastly.net/image/product/sized/071e7c17-73be-4314-b7ba-4c2d7e8bf6e5/vintage-cesca-style-cantilever-armchairs-a-pair-3829', 'https://chairish-prod.freetls.fastly.net/image/product/sized/c9b875e0-b15f-4c08-bc48-16168f2786a6/vintage-cesca-style-cantilever-armchairs-a-pair-8975', 'https://chairish-prod.freetls.fastly.net/image/product/sized/ddd627cb-b2c3-4494-88af-9e0bc2271019/vintage-cesca-style-cantilever-armchairs-a-pair-7846']",Furniture,Seating,,22,31,22,"Richmond, CA"
